,name,FK/Fpi,delta_su2,logGBF,chi2/df,Q,vol,L_4,L_5,L_1,L_2,L_3,L_6,L_7,L_8,L_9,A_a,A_k,A_p,A_loga,A_aa
312,xpt-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.205(14),-0.00450(80),60.16467858840771,1.0294310060563026,0.4209978365800884,10,0.00017(26),-0.00058(68),0.00029(14),0.00033(16),-0.0033(14),-0.00006(10),-0.00033(17),0.00020(10),,-39(16),5.0(2.5),-1.4(1.9),51(24),
313,xpt-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.193(15),-0.00416(81),58.11916400246582,0.9558137509276196,0.5062683623472808,10,0.00005(24),-0.00026(66),0.00029(14),0.00033(16),-0.0030(14),-0.00006(10),-0.00032(17),0.00020(10),,-17(20),2.9(2.2),-1.5(1.6),13(34),60(38)
314,xpt-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_FV,1.210(14),-0.00464(81),59.948564131515035,1.0415738465817848,0.4075625903226928,10,-0.00007(35),0.0001(10),-8(290)e-06,-9(328)e-06,-0.0006(26),-1(100)e-06,-7(332)e-06,-4(200)e-06,,-43(16),5.2(2.7),-0.5(2.1),58(24),
315,xpt-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_a4_FV,1.199(15),-0.00434(81),58.38679394680775,0.9222192758645176,0.5467849788351088,10,-0.00046(29),0.00135(99),7(290)e-06,0.00004(33),0.0018(26),-0.00001(10),0.00004(32),-8(197)e-06,,-21(20),2.3(2.1),-1.1(1.7),16(33),75(38)
316,xpt-ratio_FKFK_nnlo_logSq_sunset_alphaS_FV,1.222(14),-0.00499(81),61.89413140721557,1.035574114043994,0.4141752616720691,10,-0.00039(15),0.00109(44),,,,,,,,-56(15),1.3(1.5),1.1(1.1),79(23),
317,xpt-ratio_FKFK_nnlo_logSq_sunset_alphaS_a4_FV,1.206(16),-0.00452(83),60.623701987525074,0.8515101924393165,0.6331914330672691,10,-0.00040(11),0.00104(32),,,,,,,,-28(21),0.38(93),0.68(79),28(34),74(35)
318,xpt-ratio_FKFK_nnlo_alphaS_FV,1.219(14),-0.00491(82),62.16798897343152,0.8957814834373254,0.579042480884856,10,-0.00031(21),0.00103(66),,,,,,,,-52(16),3.2(2.4),2.9(1.6),72(24),
319,xpt-ratio_FKFK_nnlo_alphaS_a4_FV,1.205(16),-0.00451(83),60.72670745405608,0.7091713575476187,0.7967396860340789,10,-0.00037(19),0.00121(60),,,,,,,,-27(21),1.4(2.3),3.2(1.5),26(34),71(37)
320,xpt-ratio_FKFpi_nnlo_log_logSq_sunset_bijnens,1.1816(24),-0.00385(68),56.22113632966886,1.575506599537872,0.0613185683785821,0,0.00046(19),-0.00093(55),0.00024(12),0.00021(11),-0.0037(15),-0.00009(10),-0.00037(17),0.00014(10),,-3.74(32),6.1(2.1),7.5(1.6),,
321,xpt-ratio_FKFpi_nnlo_log_logSq_sunset_a4_bijnens,1.1930(47),-0.00417(70),55.792201138445606,1.2537208020507515,0.21259094074733947,0,0.00005(22),0.00008(63),0.00024(12),0.00022(11),-0.0033(15),-0.00010(10),-0.00036(17),0.00014(10),,-8.7(1.8),0.8(2.3),4.5(1.6),,68(23)
322,xpt-ratio_FKFpi_nnlo_log_logSq_sunset,1.1819(25),-0.00385(68),55.4955542887998,1.6322631032311508,0.047964392805164936,0,0.00042(31),-0.00081(94),-0.00001(24),-0.00002(22),-0.0027(28),4(100)e-06,-0.00012(33),-4(140)e-06,,-3.76(32),6.3(2.3),8.2(2.3),,
323,xpt-ratio_FKFpi_nnlo_log_logSq_sunset_a4,1.1958(50),-0.00425(71),55.322662028902904,1.2324867435026146,0.2284323494650915,0,-0.00039(31),0.0015(10),-4(2399)e-07,6(220)e-06,0.0013(27),-6(100)e-06,-0.00010(33),-0.00002(14),,-9.5(1.8),0.3(2.7),5.3(2.0),,79(24)
324,xpt-ratio_FKFpi_nnlo_logSq_sunset,1.1820(23),-0.00386(68),56.45857814454793,1.5816369300871873,0.05973353607766368,0,0.00035(17),-0.00061(49),,,,,,,,-3.80(33),7.4(2.0),8.67(94),,
325,xpt-ratio_FKFpi_nnlo_logSq_sunset_a4,1.1954(53),-0.00423(71),56.06393923293112,1.1605554304445775,0.2883012296502175,0,-0.00017(24),0.00096(76),,,,,,,,-9.1(2.0),1.5(3.0),9.9(1.5),,73(26)
326,xpt-ratio_FKFpi_nnlo,1.1830(22),-0.00389(68),56.062577928827075,1.599227500787752,0.05538354281880902,0,0.00025(17),-0.00020(50),,,,,,,,-3.84(33),7.4(2.1),10.45(98),,
327,xpt-ratio_FKFpi_nnlo_a4,1.1970(54),-0.00428(71),55.95326129108621,1.1224477835238729,0.3238678585303261,0,-0.00029(24),0.00145(79),,,,,,,,-9.4(2.0),1.1(3.3),12.3(1.8),,76(27)
328,xpt-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS_bijnens,1.214(14),-0.00477(81),57.01908983347979,1.3691187667187232,0.1405096076212734,0,0.00011(22),-0.00007(63),0.00024(12),0.00022(11),-0.0035(14),-0.00010(10),-0.00037(17),0.00014(10),,-37(13),2.3(2.2),4.7(1.7),51(20),
329,xpt-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS_a4_bijnens,1.203(16),-0.00445(83),54.76821337711685,1.2532621587569872,0.2129243553096059,0,-1(2171)e-07,0.00020(63),0.00024(12),0.00022(11),-0.0033(15),-0.00010(10),-0.00036(17),0.00014(10),,-20(18),0.5(2.2),4.0(1.6),19(30),54(33)
